Date,Product_0620-Whse_J-Category_001,Product_1286-Whse_J-Category_019,Product_1287-Whse_J-Category_019,Product_1294-Whse_J-Category_019,Product_1295-Whse_J-Category_019,Product_1359-Whse_J-Category_019,Product_1377-Whse_J-Category_019,Product_1378-Whse_J-Category_019,Product_1382-Whse_J-Category_019,Product_1453-Whse_J-Category_019
2012-01-05 00:00:00.000000,29.0,31900.0,80300.0,35600.0,78700.0,702000.0,50500.0,132300.0,29100.0,21700.0
2012-01-06 00:00:00.000000,68.0,42700.0,52700.0,83000.0,102100.0,676000.0,92100.0,132300.0,98000.0,79000.0
2012-01-07 00:00:00.000000,48.5,37300.0,66500.0,59300.0,90400.0,689000.0,71300.0,132300.0,63550.0,50350.0
2012-01-08 00:00:00.000000,48.5,37300.0,66500.0,59300.0,90400.0,689000.0,71300.0,132300.0,63550.0,50350.0
2012-01-09 00:00:00.000000,48.5,37300.0,66500.0,59300.0,90400.0,689000.0,71300.0,132300.0,63550.0,50350.0
2012-01-10 00:00:00.000000,12.0,136900.0,133000.0,89600.0,134000.0,783000.0,64900.0,48400.0,135000.0,121000.0
2012-01-11 00:00:00.000000,16.0,65700.0,17000.0,62800.0,37600.0,200000.0,91500.0,33900.0,135000.0,121000.0
2012-01-12 00:00:00.000000,29.0,64700.0,25600.0,105100.0,32100.0,284000.0,28000.0,26600.0,46000.0,14300.0
2012-01-13 00:00:00.000000,19.0,116000.0,71700.0,101000.0,23500.0,532000.0,48500.0,1500.0,115500.0,121000.0
2012-01-14 00:00:00.000000,19.0,95825.0,61825.0,89625.0,56800.0,449750.0,58225.0,27600.0,107875.0,94325.0
2012-01-15 00:00:00.000000,19.0,95825.0,61825.0,89625.0,56800.0,449750.0,58225.0,27600.0,107875.0,94325.0
2012-01-16 00:00:00.000000,45.0,57100.0,110700.0,66300.0,121400.0,479000.0,90000.0,86800.0,135000.0,121000.0
2012-01-17 00:00:00.000000,65.0,170200.0,159100.0,48500.0,156000.0,435000.0,38400.0,132300.0,98400.0,38400.0
2012-01-18 00:00:00.000000,32.0,78300.0,31200.0,31000.0,98700.0,29000.0,36000.0,52500.0,5800.0,7700.0
2012-01-19 00:00:00.000000,68.0,43000.0,38200.0,27000.0,77700.0,477000.0,26200.0,29300.0,28000.0,9100.0
2012-01-20 00:00:00.000000,30.0,17000.0,12200.0,6500.0,47200.0,290000.0,17700.0,13000.0,19500.0,13000.0
2012-01-21 00:00:00.000000,48.0,73120.0,70280.0,35860.0,100200.0,342000.0,41660.0,62780.0,57340.0,37840.0
2012-01-22 00:00:00.000000,48.0,73120.0,70280.0,35860.0,100200.0,342000.0,41660.0,62780.0,57340.0,37840.0
2012-01-23 00:00:00.000000,25.0,66000.0,37700.0,55100.0,131700.0,157000.0,32700.0,132300.0,16300.0,81400.0
2012-01-24 00:00:00.000000,20.0,93200.0,40100.0,81000.0,40100.0,331000.0,25500.0,41100.0,42400.0,7600.0
2012-01-25 00:00:00.000000,35.0,112200.0,14300.0,85200.0,50000.0,827000.0,88600.0,64000.0,25500.0,46500.0
2012-01-26 00:00:00.000000,22.0,112100.0,68000.0,67400.0,121000.0,545000.0,3600.0,73000.0,104000.0,67000.0
2012-01-27 00:00:00.000000,26.0,19500.0,26000.0,40000.0,15000.0,114000.0,6500.0,21000.0,26500.0,38000.0
2012-01-28 00:00:00.000000,25.6,80600.0,37220.0,65740.0,71560.0,394800.0,31380.0,66280.0,42940.0,48100.0
2012-01-29 00:00:00.000000,25.6,80600.0,37220.0,65740.0,71560.0,394800.0,31380.0,66280.0,42940.0,48100.0
2012-01-30 00:00:00.000000,27.0,55100.0,87000.0,87000.0,55000.0,454000.0,30000.0,23000.0,36000.0,21000.0
2012-01-31 00:00:00.000000,42.0,137700.0,27000.0,117300.0,39000.0,827000.0,62600.0,64500.0,53500.0,38500.0
2012-02-01 00:00:00.000000,38.0,73500.0,87500.0,16300.0,43300.0,450000.0,34400.0,46700.0,51300.0,50300.0
2012-02-02 00:00:00.000000,68.0,50600.0,44000.0,54200.0,51000.0,445000.0,58500.0,3300.0,19100.0,35100.0
2012-02-03 00:00:00.000000,12.0,5900.0,15600.0,13000.0,16600.0,390000.0,12700.0,13100.0,20000.0,29200.0
2012-02-04 00:00:00.000000,37.4,64560.0,52220.0,57560.0,40980.0,513200.0,39640.0,30120.0,35980.0,34820.0
2012-02-05 00:00:00.000000,37.4,64560.0,52220.0,57560.0,40980.0,513200.0,39640.0,30120.0,35980.0,34820.0
2012-02-06 00:00:00.000000,27.0,68800.0,92500.0,15400.0,52500.0,406000.0,2100.0,44600.0,15000.0,5000.0
2012-02-07 00:00:00.000000,35.0,170200.0,132000.0,97300.0,109100.0,601000.0,35900.0,63900.0,45200.0,13000.0
2012-02-08 00:00:00.000000,18.0,100900.0,64900.0,132200.0,201800.0,403000.0,72800.0,57000.0,66200.0,26600.0
2012-02-09 00:00:00.000000,29.0,41200.0,23100.0,76000.0,3000.0,827000.0,63000.0,5100.0,58000.0,37000.0
2012-02-10 00:00:00.000000,21.0,170200.0,133000.0,36100.0,111600.0,197000.0,30300.0,49000.0,25200.0,25300.0
2012-02-11 00:00:00.000000,26.0,110260.0,89100.0,71400.0,95600.0,486800.0,40820.0,43920.0,41920.0,21380.0
2012-02-12 00:00:00.000000,26.0,110260.0,89100.0,71400.0,95600.0,486800.0,40820.0,43920.0,41920.0,21380.0
2012-02-13 00:00:00.000000,52.0,109100.0,54600.0,132200.0,34700.0,317000.0,47500.0,21100.0,58200.0,69100.0
2012-02-14 00:00:00.000000,6.0,170200.0,72800.0,35500.0,45100.0,301000.0,92100.0,28200.0,12000.0,45000.0
2012-02-15 00:00:00.000000,23.0,95300.0,52200.0,30300.0,86200.0,179000.0,67000.0,116600.0,115500.0,92400.0
2012-02-16 00:00:00.000000,33.0,128500.0,4100.0,31000.0,88500.0,401000.0,14200.0,27500.0,34500.0,17100.0
2012-02-17 00:00:00.000000,45.0,82000.0,19100.0,118100.0,62000.0,298000.0,27100.0,13000.0,53000.0,8000.0
2012-02-18 00:00:00.000000,31.8,117020.0,40560.0,69420.0,63300.0,299200.0,49580.0,41280.0,54640.0,46320.0
2012-02-19 00:00:00.000000,31.8,117020.0,40560.0,69420.0,63300.0,299200.0,49580.0,41280.0,54640.0,46320.0
2012-02-20 00:00:00.000000,58.0,35500.0,91500.0,66000.0,87000.0,314000.0,49000.0,132300.0,18000.0,15100.0
2012-02-21 00:00:00.000000,30.0,65400.0,57100.0,30100.0,105300.0,714000.0,52000.0,55000.0,44500.0,33200.0
2012-02-22 00:00:00.000000,10.0,48000.0,70000.0,50300.0,62900.0,123000.0,31000.0,53000.0,77100.0,102100.0
2012-02-23 00:00:00.000000,50.0,118000.0,42500.0,55500.0,65000.0,329000.0,34400.0,36500.0,26500.0,79500.0
2012-02-24 00:00:00.000000,23.0,47400.0,39500.0,43100.0,44300.0,108000.0,41500.0,22100.0,70500.0,9000.0
2012-02-25 00:00:00.000000,34.2,62860.0,60120.0,49000.0,72900.0,317600.0,41580.0,59780.0,47320.0,47780.0
2012-02-26 00:00:00.000000,34.2,62860.0,60120.0,49000.0,72900.0,317600.0,41580.0,59780.0,47320.0,47780.0
2012-02-27 00:00:00.000000,68.0,107600.0,30500.0,79800.0,52900.0,420000.0,35000.0,79000.0,67400.0,29200.0
2012-02-28 00:00:00.000000,58.0,50100.0,33600.0,21000.0,47600.0,163000.0,54700.0,80000.0,77000.0,40600.0
2012-02-29 00:00:00.000000,68.0,32000.0,38500.0,59200.0,201800.0,449000.0,22100.0,66600.0,133500.0,51100.0
2012-03-01 00:00:00.000000,36.0,46500.0,69500.0,64000.0,42000.0,720000.0,92100.0,5600.0,33600.0,57000.0
2012-03-02 00:00:00.000000,68.0,150200.0,73000.0,58500.0,58000.0,465000.0,46900.0,61000.0,82000.0,69000.0
2012-03-03 00:00:00.000000,59.6,77280.0,49020.0,56500.0,80460.0,443400.0,50160.0,58440.0,78700.0,49380.0
2012-03-04 00:00:00.000000,59.6,77280.0,49020.0,56500.0,80460.0,443400.0,50160.0,58440.0,78700.0,49380.0
2012-03-05 00:00:00.000000,68.0,134800.0,105600.0,87000.0,93000.0,761000.0,33700.0,31000.0,75200.0,18700.0
2012-03-06 00:00:00.000000,48.0,43200.0,90500.0,132200.0,47200.0,487000.0,92100.0,58300.0,3000.0,16300.0
2012-03-07 00:00:00.000000,43.0,81100.0,76000.0,74600.0,42500.0,188000.0,40900.0,50200.0,25400.0,22500.0
2012-03-08 00:00:00.000000,4.0,170200.0,35200.0,86600.0,64000.0,549000.0,50200.0,21200.0,40000.0,22200.0
2012-03-09 00:00:00.000000,11.0,104000.0,97000.0,120300.0,140700.0,175000.0,32200.0,80300.0,53000.0,33400.0
2012-03-10 00:00:00.000000,34.8,106660.0,80860.0,100140.0,77480.0,432000.0,49820.0,48200.0,39320.0,22620.0
2012-03-11 00:00:00.000000,34.8,106660.0,80860.0,100140.0,77480.0,432000.0,49820.0,48200.0,39320.0,22620.0
2012-03-12 00:00:00.000000,14.0,88100.0,45000.0,54200.0,87700.0,395000.0,68000.0,82200.0,35000.0,40500.0
2012-03-13 00:00:00.000000,47.0,49100.0,89000.0,48700.0,147100.0,238000.0,43300.0,108500.0,135000.0,98800.0
2012-03-14 00:00:00.000000,41.0,82300.0,108700.0,70600.0,172000.0,150000.0,31500.0,132300.0,42000.0,89000.0
2012-03-15 00:00:00.000000,10.0,114100.0,77700.0,16400.0,101400.0,293000.0,29300.0,90500.0,30000.0,53000.0
2012-03-16 00:00:00.000000,35.0,29000.0,35800.0,56100.0,43700.0,524000.0,10000.0,21600.0,3200.0,3000.0
2012-03-17 00:00:00.000000,29.4,72520.0,71240.0,49200.0,110380.0,320000.0,36420.0,87020.0,49040.0,56860.0
2012-03-18 00:00:00.000000,29.4,72520.0,71240.0,49200.0,110380.0,320000.0,36420.0,87020.0,49040.0,56860.0
2012-03-19 00:00:00.000000,17.0,20000.0,15200.0,51500.0,25500.0,258000.0,23600.0,88225.0,12000.0,25500.0
2012-03-20 00:00:00.000000,25.75,61350.0,59350.0,48650.0,85650.0,306250.0,23600.0,81466.66666666667,21800.0,42625.0
2012-03-21 00:00:00.000000,16.0,126000.0,67300.0,10200.0,83200.0,328000.0,74500.0,32600.0,60500.0,41200.0
2012-03-22 00:00:00.000000,13.0,29200.0,76200.0,29200.0,157100.0,250000.0,22600.0,42400.0,96100.0,92400.0
2012-03-23 00:00:00.000000,18.0,100500.0,45100.0,112000.0,79300.0,315000.0,27700.0,126500.0,30400.0,19500.0
2012-03-24 00:00:00.000000,16.0,68925.0,50950.0,50725.0,86275.0,287750.0,37100.0,67166.66666666667,49750.0,44650.0
2012-03-25 00:00:00.000000,16.0,68925.0,50950.0,50725.0,86275.0,287750.0,37100.0,67166.66666666667,49750.0,44650.0
2012-03-26 00:00:00.000000,26.0,65200.0,67000.0,35100.0,176500.0,368000.0,8800.0,65800.0,71000.0,69600.0
2012-03-27 00:00:00.000000,3.0,87000.0,28500.0,13800.0,74300.0,520000.0,61200.0,65600.0,22800.0,31900.0
2012-03-28 00:00:00.000000,18.0,7200.0,45000.0,31200.0,42300.0,158000.0,20200.0,66100.0,71000.0,29900.0
2012-03-29 00:00:00.000000,2.0,159600.0,44000.0,83700.0,108000.0,176000.0,49000.0,71000.0,76000.0,69500.0
2012-03-30 00:00:00.000000,33.0,170200.0,159100.0,100000.0,82800.0,382000.0,62000.0,101300.0,130000.0,121000.0
2012-03-31 00:00:00.000000,16.4,97840.0,68720.0,52760.0,96780.0,320800.0,40240.0,73960.0,74160.0,64380.0
2012-04-01 00:00:00.000000,1.0,3000.0,68720.0,500.0,96780.0,153000.0,40240.0,5000.0,74160.0,64380.0
2012-04-02 00:00:00.000000,19.0,35500.0,148100.0,89000.0,122000.0,410000.0,56600.0,39900.0,104000.0,52600.0
2012-04-03 00:00:00.000000,16.0,162600.0,20500.0,87500.0,146600.0,184000.0,76100.0,88800.0,78400.0,74400.0
2012-04-04 00:00:00.000000,29.0,81100.0,40000.0,76000.0,24000.0,500000.0,16600.0,33500.0,45000.0,9500.0
2012-04-05 00:00:00.000000,67.0,77100.0,2000.0,13000.0,12000.0,333000.0,20000.0,30500.0,27100.0,66000.0
2012-04-06 00:00:00.000000,16.0,72100.0,51200.0,85500.0,201800.0,457000.0,30000.0,98000.0,43000.0,57200.0
2012-04-07 00:00:00.000000,24.666666666666668,71900.0,52360.0,58583.333333333336,101280.0,339500.0,39860.0,49283.333333333336,59500.0,51940.0
2012-04-08 00:00:00.000000,2.0,2000.0,52360.0,1000.0,2000.0,320000.0,39860.0,58140.0,59500.0,51940.0
2012-04-09 00:00:00.000000,68.0,90400.0,64000.0,94000.0,134300.0,234000.0,74300.0,108500.0,51000.0,27000.0
2012-04-10 00:00:00.000000,68.0,52800.0,51100.0,78500.0,106000.0,406000.0,19100.0,51000.0,20000.0,55100.0
2012-04-11 00:00:00.000000,19.0,46000.0,8900.0,45800.0,55000.0,351000.0,45600.0,33000.0,32500.0,23300.0
2012-04-12 00:00:00.000000,3.0,170200.0,92200.0,83900.0,20500.0,331000.0,33900.0,18300.0,42200.0,26100.0
2012-04-13 00:00:00.000000,11.0,7000.0,77000.0,34600.0,57700.0,249000.0,800.0,30500.0,10000.0,19000.0
2012-04-14 00:00:00.000000,28.5,61400.0,58640.0,56300.0,62583.333333333336,315166.6666666667,34740.0,48260.0,31140.0,30100.0
2012-04-15 00:00:00.000000,2.0,73280.0,30000.0,67360.0,74700.0,85000.0,10000.0,20000.0,31140.0,30100.0
2012-04-16 00:00:00.000000,22.0,83000.0,34500.0,66500.0,73000.0,259000.0,76300.0,115000.0,135000.0,87200.0
2012-04-17 00:00:00.000000,17.0,83500.0,34000.0,70700.0,129500.0,595000.0,23000.0,65700.0,48700.0,43500.0
2012-04-18 00:00:00.000000,31.0,31700.0,16300.0,117200.0,36000.0,220000.0,92100.0,59300.0,60000.0,52300.0
2012-04-19 00:00:00.000000,3.0,59900.0,93400.0,64300.0,201800.0,244000.0,41700.0,132300.0,135000.0,121000.0
2012-04-20 00:00:00.000000,45.0,44000.0,52100.0,20800.0,33600.0,564000.0,8100.0,50500.0,32000.0,11000.0
2012-04-21 00:00:00.000000,20.0,60420.0,43383.333333333336,67900.0,94780.0,327833.3333333333,41866.666666666664,73800.0,82140.0,63000.0
2012-04-22 00:00:00.000000,23.6,1000.0,46060.0,500.0,94780.0,13000.0,48240.0,84560.0,82140.0,63000.0
2012-04-23 00:00:00.000000,16.0,70000.0,85000.0,95200.0,110000.0,162000.0,50200.0,65400.0,135000.0,121000.0
2012-04-24 00:00:00.000000,68.0,77200.0,51100.0,61500.0,95100.0,827000.0,26700.0,90100.0,23100.0,34300.0
2012-04-25 00:00:00.000000,50.0,120000.0,153200.0,75000.0,35000.0,639000.0,56000.0,56000.0,37000.0,3000.0
2012-04-26 00:00:00.000000,16.0,27100.0,27000.0,50900.0,151300.0,450000.0,92100.0,43300.0,70300.0,74500.0
2012-04-27 00:00:00.000000,22.0,59000.0,41000.0,36000.0,53800.0,802000.0,14000.0,31500.0,13300.0,29300.0
2012-04-28 00:00:00.000000,34.4,59050.0,71460.0,53183.333333333336,89040.0,482166.6666666667,47800.0,57260.0,55740.0,52420.0
2012-04-29 00:00:00.000000,34.4,70660.0,71460.0,63720.0,89040.0,576000.0,47800.0,57260.0,55740.0,52420.0
2012-04-30 00:00:00.000000,39.0,70825.0,1000.0,55850.0,83800.0,25000.0,47200.0,55225.0,10000.0,10000.0
2012-05-01 00:00:00.000000,19.0,142000.0,115900.0,26000.0,141300.0,409000.0,73400.0,60600.0,131000.0,72000.0
2012-05-02 00:00:00.000000,68.0,24200.0,33500.0,13400.0,52300.0,827000.0,52200.0,21000.0,20000.0,42000.0
2012-05-03 00:00:00.000000,36.333333333333336,75066.66666666667,47850.0,25133.333333333332,82466.66666666667,515750.0,46533.333333333336,37700.0,43575.0,38325.0
2012-05-04 00:00:00.000000,43.5,83100.0,50133.333333333336,19700.0,96800.0,420333.3333333333,62800.0,40800.0,53666.666666666664,41333.333333333336
2012-05-05 00:00:00.000000,43.5,83100.0,50133.333333333336,19700.0,96800.0,420333.3333333333,62800.0,40800.0,53666.666666666664,41333.333333333336
2012-05-06 00:00:00.000000,43.5,83100.0,50133.333333333336,19700.0,96800.0,10000.0,62800.0,40800.0,53666.666666666664,41333.333333333336
2012-05-07 00:00:00.000000,5.0,22000.0,51000.0,96000.0,78500.0,428000.0,26500.0,65600.0,68300.0,16800.0
2012-05-08 00:00:00.000000,32.0,128000.0,129600.0,89000.0,186300.0,275000.0,45000.0,16100.0,52000.0,66300.0
2012-05-09 00:00:00.000000,53.0,69600.0,42000.0,104800.0,42000.0,239000.0,77800.0,98000.0,46000.0,61000.0
2012-05-10 00:00:00.000000,9.0,61000.0,25600.0,22600.0,6800.0,519000.0,29200.0,62200.0,36400.0,7000.0
2012-05-11 00:00:00.000000,25.0,14700.0,19500.0,22000.0,55300.0,290000.0,39000.0,95300.0,22500.0,22500.0
2012-05-12 00:00:00.000000,24.8,59060.0,53540.0,66880.0,73780.0,293500.0,43500.0,67440.0,45040.0,34720.0
2012-05-13 00:00:00.000000,24.8,59060.0,53540.0,66880.0,73780.0,350200.0,43500.0,67440.0,45040.0,34720.0
2012-05-14 00:00:00.000000,8.0,133100.0,33300.0,16000.0,16000.0,518000.0,30500.0,23500.0,48000.0,52300.0
2012-05-15 00:00:00.000000,14.0,75200.0,65000.0,106500.0,29500.0,508000.0,15600.0,52500.0,15000.0,32700.0
2012-05-16 00:00:00.000000,12.0,170200.0,84300.0,99200.0,57500.0,287000.0,40400.0,24000.0,38900.0,17100.0
2012-05-17 00:00:00.000000,31.0,137500.0,58000.0,84300.0,111000.0,294000.0,90500.0,29000.0,30000.0,20000.0
2012-05-18 00:00:00.000000,8.0,91000.0,10000.0,81500.0,21000.0,326000.0,51000.0,39000.0,18000.0,9000.0
2012-05-19 00:00:00.000000,14.6,121400.0,50120.0,77500.0,47000.0,386600.0,45600.0,33600.0,29980.0,26220.0
2012-05-20 00:00:00.000000,14.6,121400.0,50120.0,77500.0,47000.0,386600.0,45600.0,33600.0,29980.0,26220.0
2012-05-21 00:00:00.000000,64.0,75000.0,104400.0,17500.0,98300.0,420000.0,24000.0,65300.0,108000.0,85500.0
2012-05-22 00:00:00.000000,9.0,86300.0,43100.0,41500.0,8000.0,398000.0,22000.0,53000.0,500.0,3000.0
2012-05-23 00:00:00.000000,54.0,11200.0,32300.0,41500.0,86400.0,121000.0,31200.0,4200.0,44200.0,37800.0
2012-05-24 00:00:00.000000,28.0,116500.0,93000.0,72800.0,36500.0,500000.0,20000.0,31000.0,15500.0,121000.0
2012-05-25 00:00:00.000000,14.0,51000.0,30000.0,66900.0,55600.0,297000.0,67600.0,38600.0,22200.0,12000.0
2012-05-26 00:00:00.000000,33.8,68000.0,60560.0,48040.0,56960.0,347200.0,32960.0,38420.0,38080.0,51860.0
2012-05-27 00:00:00.000000,33.8,68000.0,60560.0,48040.0,56960.0,10000.0,32960.0,38420.0,38080.0,51860.0
2012-05-28 00:00:00.000000,18.0,123000.0,54600.0,87000.0,57100.0,472000.0,92100.0,92000.0,52900.0,9100.0
2012-05-29 00:00:00.000000,11.0,25000.0,5000.0,96000.0,49300.0,797000.0,76500.0,21500.0,52000.0,60000.0
2012-05-30 00:00:00.000000,10.0,2000.0,34000.0,13500.0,60000.0,189000.0,44000.0,15300.0,38000.0,30500.0
2012-05-31 00:00:00.000000,24.0,66000.0,138000.0,81500.0,82000.0,249000.0,37000.0,72000.0,135000.0,36300.0
2012-06-01 00:00:00.000000,25.0,56000.0,57600.0,54000.0,93500.0,272000.0,12000.0,93000.0,62000.0,84000.0
2012-06-02 00:00:00.000000,17.6,54400.0,57840.0,66400.0,68380.0,331500.0,52320.0,58760.0,67980.0,43980.0
2012-06-03 00:00:00.000000,17.6,100.0,57840.0,66400.0,68380.0,395800.0,52320.0,58760.0,67980.0,43980.0
2012-06-04 00:00:00.000000,26.0,46900.0,7800.0,28500.0,100700.0,265000.0,38800.0,60500.0,68000.0,35100.0
2012-06-05 00:00:00.000000,12.0,151400.0,47100.0,130000.0,38500.0,650000.0,34000.0,70500.0,30000.0,43100.0
2012-06-06 00:00:00.000000,6.0,146000.0,99500.0,48000.0,107500.0,193000.0,35100.0,32600.0,52500.0,14000.0
2012-06-07 00:00:00.000000,16.0,62600.0,62500.0,47300.0,72000.0,252000.0,87000.0,30000.0,50000.0,85800.0
2012-06-08 00:00:00.000000,57.0,54100.0,72000.0,25000.0,91000.0,624000.0,17100.0,77000.0,73400.0,20000.0
2012-06-09 00:00:00.000000,23.4,76850.0,57780.0,55760.0,81940.0,396800.0,42400.0,54120.0,54780.0,39600.0
2012-06-10 00:00:00.000000,23.4,92200.0,57780.0,55760.0,81940.0,396800.0,42400.0,54120.0,54780.0,39600.0
2012-06-11 00:00:00.000000,26.0,62000.0,33000.0,65000.0,54000.0,423000.0,92100.0,103500.0,12000.0,24500.0
2012-06-12 00:00:00.000000,68.0,46000.0,76100.0,52000.0,42000.0,520000.0,54000.0,31100.0,47000.0,51600.0
2012-06-13 00:00:00.000000,5.0,96300.0,78000.0,81200.0,163000.0,170000.0,54000.0,58600.0,62000.0,121000.0
2012-06-14 00:00:00.000000,10.0,100500.0,5600.0,61600.0,6600.0,673000.0,92100.0,16200.0,36400.0,7500.0
2012-06-15 00:00:00.000000,36.0,116000.0,16000.0,50000.0,22000.0,212000.0,48100.0,31000.0,31000.0,4000.0
2012-06-16 00:00:00.000000,29.0,84160.0,41740.0,61960.0,57520.0,399600.0,68060.0,48080.0,37680.0,41720.0
2012-06-17 00:00:00.000000,29.0,84160.0,41740.0,61960.0,57520.0,399600.0,68060.0,48080.0,37680.0,41720.0
2012-06-18 00:00:00.000000,23.0,48900.0,54000.0,63900.0,201800.0,197000.0,39000.0,119100.0,64700.0,70100.0
2012-06-19 00:00:00.000000,20.0,170200.0,66500.0,132200.0,173500.0,151000.0,92100.0,132300.0,135000.0,121000.0
2012-06-20 00:00:00.000000,18.0,44000.0,109000.0,48000.0,22000.0,196000.0,25000.0,31000.0,58000.0,10000.0
2012-06-21 00:00:00.000000,16.0,141500.0,33000.0,50200.0,120500.0,288000.0,41300.0,121600.0,43000.0,70500.0
2012-06-22 00:00:00.000000,11.0,10200.0,71000.0,106400.0,25000.0,266000.0,30200.0,40000.0,29000.0,14100.0
2012-06-23 00:00:00.000000,17.6,82960.0,66700.0,80140.0,108560.0,219600.0,45520.0,88800.0,65940.0,57140.0
2012-06-24 00:00:00.000000,17.6,82960.0,66700.0,80140.0,108560.0,219600.0,45520.0,88800.0,65940.0,57140.0
2012-06-25 00:00:00.000000,66.0,92000.0,37000.0,23000.0,43000.0,220000.0,48000.0,16000.0,66000.0,76000.0
2012-06-26 00:00:00.000000,28.0,52500.0,23100.0,66000.0,79100.0,327000.0,92000.0,53100.0,87300.0,47000.0
2012-06-27 00:00:00.000000,7.0,31000.0,40000.0,51700.0,66000.0,122000.0,14000.0,60000.0,37500.0,38500.0
2012-06-28 00:00:00.000000,68.0,36000.0,104500.0,132200.0,100000.0,262000.0,57000.0,67000.0,105000.0,79000.0
2012-06-29 00:00:00.000000,38.0,67900.0,44100.0,52800.0,19700.0,248000.0,39300.0,26500.0,122000.0,12200.0
2012-06-30 00:00:00.000000,41.4,55880.0,49740.0,65140.0,61560.0,235800.0,50060.0,44520.0,83560.0,50540.0
2012-07-01 00:00:00.000000,41.4,55880.0,49740.0,65140.0,61560.0,235800.0,50060.0,44520.0,83560.0,50540.0
2012-07-02 00:00:00.000000,67.0,135100.0,38000.0,44900.0,82100.0,629000.0,58100.0,46000.0,11000.0,59000.0
2012-07-03 00:00:00.000000,10.0,97800.0,31200.0,132200.0,110500.0,291000.0,27600.0,95000.0,81000.0,83000.0
2012-07-04 00:00:00.000000,68.0,129000.0,31000.0,31300.0,53000.0,445000.0,61300.0,78500.0,42000.0,42000.0
2012-07-05 00:00:00.000000,21.0,112100.0,120400.0,58300.0,126400.0,305000.0,74500.0,73700.0,77300.0,58300.0
2012-07-06 00:00:00.000000,16.0,97200.0,45500.0,29700.0,2000.0,306000.0,26700.0,10000.0,3400.0,15100.0
2012-07-07 00:00:00.000000,36.4,114240.0,53220.0,59280.0,74800.0,395200.0,49640.0,60640.0,42940.0,51480.0
2012-07-08 00:00:00.000000,36.4,114240.0,53220.0,59280.0,74800.0,395200.0,49640.0,60640.0,42940.0,51480.0
2012-07-09 00:00:00.000000,3.0,35600.0,75200.0,45200.0,63000.0,182000.0,15400.0,30000.0,20000.0,3000.0
2012-07-10 00:00:00.000000,21.0,46400.0,51400.0,39000.0,33600.0,452000.0,56200.0,18000.0,26400.0,28000.0
2012-07-11 00:00:00.000000,5.0,138500.0,46100.0,83000.0,117000.0,521000.0,15300.0,56900.0,58000.0,51000.0
2012-07-12 00:00:00.000000,7.0,57100.0,51700.0,29400.0,40600.0,394000.0,34100.0,2000.0,3000.0,13300.0
2012-07-13 00:00:00.000000,5.0,44200.0,15500.0,24300.0,45300.0,217000.0,8500.0,23300.0,53000.0,8100.0
2012-07-14 00:00:00.000000,8.2,64360.0,47980.0,44180.0,59900.0,353200.0,25900.0,26040.0,32080.0,20680.0
2012-07-15 00:00:00.000000,8.2,64360.0,47980.0,44180.0,59900.0,353200.0,25900.0,26040.0,32080.0,20680.0
2012-07-16 00:00:00.000000,9.5,71550.0,41175.0,43925.0,59125.0,396000.0,28525.0,25050.0,35100.0,25100.0
2012-07-17 00:00:00.000000,54.0,21200.0,14000.0,64700.0,82000.0,244000.0,29800.0,65300.0,57000.0,42300.0
